direction,entry,exit,pnl_pts,mfe,adds,reason,bar_num,range_flag,bar_range,date,signal,instrument,year
LONG,26383.7,26405.7,22.0,49.0,1,STOP,4,NARROW,18.5,2018-01-25,US30_S2,US30,2018
LONG,26383.7,26432.7,49.0,71.0,1,STOP,4,NARROW,18.5,2018-01-25,US30_S2,US30,2018
SHORT,26468.7,26476.7,-8.0,10.0,0,STOP,4,NARROW,23.0,2018-01-26,US30_S2,US30,2018
SHORT,26468.7,26476.7,-8.0,5.0,0,STOP,4,NARROW,23.0,2018-01-26,US30_S2,US30,2018
LONG,26491.2,26504.7,13.5,43.5,1,STOP,4,NARROW,20.5,2018-01-29,US30_S2,US30,2018
LONG,26491.2,26522.2,31.0,63.5,1,STOP,4,NARROW,20.5,2018-01-29,US30_S2,US30,2018
SHORT,26184.7,26156.7,28.0,53.5,1,STOP,4,NARROW,23.0,2018-01-30,US30_S2,US30,2018
SHORT,26184.7,26104.7,80.0,94.0,1,STOP,4,NARROW,23.0,2018-01-30,US30_S2,US30,2018
LONG,26220.2,26224.2,4.0,18.5,0,STOP,4,NARROW,12.5,2018-01-31,US30_S2,US30,2018
SHORT,26197.7,26204.7,-7.0,14.0,0,STOP,4,NARROW,12.5,2018-01-31,US30_S2,US30,2018
SHORT,26139.7,26154.7,-15.0,3.0,0,STOP,4,NARROW,20.5,2018-02-01,US30_S2,US30,2018
LONG,26170.2,26262.2,92.0,101.0,1,STOP,4,NARROW,20.5,2018-02-01,US30_S2,US30,2018
SHORT,25839.2,25858.7,-19.5,3.5,0,STOP,5,NORMAL,35.5,2018-02-02,US30_S2,US30,2018
SHORT,25839.2,25813.2,26.0,83.0,1,STOP,5,NORMAL,35.5,2018-02-02,US30_S2,US30,2018
SHORT,25450.7,25335.7,115.0,135.5,2,STOP,4,NARROW,20.0,2018-02-05,US30_S2,US30,2018
SHORT,25450.7,25302.7,148.0,161.0,2,STOP,4,NARROW,20.0,2018-02-05,US30_S2,US30,2018
SHORT,24259.0,24176.5,82.5,109.5,1,STOP,5,NORMAL,50.0,2018-02-06,US30_S2,US30,2018
SHORT,24259.0,24320.0,-61.0,17.0,0,STOP,5,NORMAL,50.0,2018-02-06,US30_S2,US30,2018
SHORT,25200.2,25240.7,-40.5,0.0,0,STOP,5,NORMAL,30.5,2018-02-07,US30_S2,US30,2018
SHORT,25200.2,25190.2,10.0,70.0,1,STOP,5,NORMAL,30.5,2018-02-07,US30_S2,US30,2018
SHORT,24443.2,24491.2,-48.0,20.5,0,STOP,5,NORMAL,50.0,2018-02-08,US30_S2,US30,2018
LONG,24544.2,24544.2,0.0,73.0,0,STOP,5,NORMAL,50.0,2018-02-08,US30_S2,US30,2018
SHORT,23795.2,23890.7,-95.5,0.5,0,STOP,5,NORMAL,50.0,2018-02-09,US30_S2,US30,2018
LONG,23890.7,23856.2,-34.5,37.0,0,STOP,5,NORMAL,50.0,2018-02-09,US30_S2,US30,2018
SHORT,24420.2,24459.7,-39.5,27.5,0,STOP,5,NORMAL,50.0,2018-02-12,US30_S2,US30,2018
LONG,24477.7,24621.7,144.0,168.5,2,STOP,5,NORMAL,50.0,2018-02-12,US30_S2,US30,2018
SHORT,24505.2,24549.2,-44.0,0.0,0,STOP,5,NORMAL,34.0,2018-02-13,US30_S2,US30,2018
SHORT,24505.2,24489.7,15.5,46.0,0,STOP,5,NORMAL,34.0,2018-02-13,US30_S2,US30,2018
LONG,24689.7,24657.7,-32.0,19.0,0,STOP,5,NORMAL,50.0,2018-02-14,US30_S2,US30,2018
LONG,24689.7,24670.7,-19.0,16.5,0,STOP,5,NORMAL,50.0,2018-02-14,US30_S2,US30,2018
LONG,24950.7,24970.2,19.5,49.5,1,STOP,5,NORMAL,50.0,2018-02-15,US30_S2,US30,2018
LONG,24950.7,24963.7,13.0,33.0,0,STOP,5,NORMAL,50.0,2018-02-15,US30_S2,US30,2018
SHORT,25320.2,25328.2,-8.0,12.0,0,STOP,4,NARROW,24.5,2018-02-16,US30_S2,US30,2018
LONG,25354.7,25365.7,11.0,26.5,0,STOP,4,NARROW,24.5,2018-02-16,US30_S2,US30,2018
LONG,25155.2,25187.7,32.5,53.0,1,STOP,5,NARROW,16.5,2018-02-19,US30_S2,US30,2018
LONG,25155.2,25169.2,14.0,35.5,0,STOP,5,NARROW,16.5,2018-02-19,US30_S2,US30,2018
LONG,25088.7,25111.7,23.0,62.0,1,STOP,4,NARROW,25.0,2018-02-20,US30_S2,US30,2018
LONG,25088.7,25152.7,64.0,91.0,2,STOP,4,NARROW,25.0,2018-02-20,US30_S2,US30,2018
LONG,25076.2,25089.2,13.0,51.5,1,STOP,4,NARROW,17.0,2018-02-21,US30_S2,US30,2018
LONG,25076.2,25084.7,8.5,39.5,0,STOP,4,NARROW,17.0,2018-02-21,US30_S2,US30,2018
LONG,25099.2,25072.7,-26.5,4.0,0,STOP,5,NORMAL,50.0,2018-02-22,US30_S2,US30,2018
LONG,25099.2,25129.7,30.5,58.5,1,STOP,5,NORMAL,50.0,2018-02-22,US30_S2,US30,2018
LONG,25121.2,25121.2,0.0,29.0,0,STOP,5,NARROW,22.5,2018-02-23,US30_S2,US30,2018
LONG,25121.2,25135.2,14.0,40.0,0,STOP,5,NARROW,22.5,2018-02-23,US30_S2,US30,2018
SHORT,25541.7,25540.2,1.5,24.5,0,STOP,5,NARROW,13.5,2018-02-26,US30_S2,US30,2018
SHORT,25541.7,25543.7,-2.0,17.5,0,STOP,5,NARROW,13.5,2018-02-26,US30_S2,US30,2018
SHORT,25656.2,25706.7,-50.5,4.0,0,STOP,5,NORMAL,50.0,2018-02-27,US30_S2,US30,2018
LONG,25706.7,25656.2,-50.5,3.0,0,STOP,5,NORMAL,50.0,2018-02-27,US30_S2,US30,2018
SHORT,25374.2,25419.2,-45.0,0.0,0,STOP,5,NORMAL,35.0,2018-02-28,US30_S2,US30,2018
LONG,25419.2,25374.2,-45.0,12.5,0,STOP,5,NORMAL,35.0,2018-02-28,US30_S2,US30,2018
SHORT,25040.7,25009.7,31.0,80.0,1,STOP,5,NORMAL,50.0,2018-03-01,US30_S2,US30,2018
SHORT,25040.7,24866.7,174.0,193.0,2,STOP,5,NORMAL,50.0,2018-03-01,US30_S2,US30,2018
LONG,24271.7,24271.7,0.0,69.0,1,STOP,5,NORMAL,50.0,2018-03-02,US30_S2,US30,2018
LONG,24271.7,24403.2,131.5,158.5,1,STOP,5,NORMAL,50.0,2018-03-02,US30_S2,US30,2018
LONG,24618.7,24660.7,42.0,84.0,1,STOP,4,NARROW,29.5,2018-03-05,US30_S2,US30,2018
LONG,24618.7,24723.7,105.0,132.0,1,STOP,4,NARROW,29.5,2018-03-05,US30_S2,US30,2018
SHORT,24727.7,24752.2,-24.5,5.0,0,STOP,5,NORMAL,50.0,2018-03-06,US30_S2,US30,2018
SHORT,24727.7,24748.7,-21.0,7.5,0,STOP,5,NORMAL,50.0,2018-03-06,US30_S2,US30,2018
SHORT,24686.7,24718.7,-32.0,0.0,0,STOP,5,NARROW,22.0,2018-03-07,US30_S2,US30,2018
LONG,24718.7,24717.7,-1.0,24.5,0,STOP,5,NARROW,22.0,2018-03-07,US30_S2,US30,2018
SHORT,24840.7,24793.7,47.0,82.0,2,STOP,5,NARROW,28.0,2018-03-08,US30_S2,US30,2018
SHORT,24840.7,24716.7,124.0,130.0,2,STOP,5,NARROW,28.0,2018-03-08,US30_S2,US30,2018
LONG,25172.7,25166.7,-6.0,22.0,0,STOP,4,NARROW,14.0,2018-03-09,US30_S2,US30,2018
LONG,25172.7,25225.7,53.0,68.5,1,STOP,4,NARROW,14.0,2018-03-09,US30_S2,US30,2018
SHORT,25180.7,25212.7,-32.0,8.5,0,STOP,4,NARROW,27.0,2018-03-12,US30_S2,US30,2018
LONG,25217.7,25218.2,0.5,27.5,0,STOP,4,NARROW,27.0,2018-03-12,US30_S2,US30,2018
SHORT,25205.7,25205.7,0.0,35.5,1,STOP,5,NARROW,16.0,2018-03-13,US30_S2,US30,2018
SHORT,25205.7,25079.2,126.5,150.0,1,STOP,5,NARROW,16.0,2018-03-13,US30_S2,US30,2018
SHORT,24873.2,24891.2,-18.0,9.5,0,STOP,4,NARROW,27.0,2018-03-14,US30_S2,US30,2018
SHORT,24873.2,24739.2,134.0,177.0,1,STOP,4,NARROW,27.0,2018-03-14,US30_S2,US30,2018
SHORT,25006.7,25006.7,0.0,54.0,0,STOP,5,NORMAL,50.0,2018-03-15,US30_S2,US30,2018
SHORT,25006.7,25006.7,0.0,31.5,0,STOP,5,NORMAL,50.0,2018-03-15,US30_S2,US30,2018
LONG,24982.2,24992.7,10.5,46.5,1,STOP,5,NARROW,22.0,2018-03-16,US30_S2,US30,2018
LONG,24982.2,24992.7,10.5,25.0,0,STOP,5,NARROW,22.0,2018-03-16,US30_S2,US30,2018
LONG,24695.7,24683.2,-12.5,10.0,0,STOP,5,NORMAL,34.0,2018-03-19,US30_S2,US30,2018
SHORT,24651.7,24636.7,15.0,52.5,1,STOP,5,NORMAL,34.0,2018-03-19,US30_S2,US30,2018
LONG,24752.7,24761.7,9.0,36.0,0,STOP,4,NARROW,17.0,2018-03-20,US30_S2,US30,2018
SHORT,24725.7,24725.7,0.0,33.0,0,STOP,4,NARROW,17.0,2018-03-20,US30_S2,US30,2018
LONG,24726.7,24851.2,124.5,153.0,2,STOP,4,NARROW,25.0,2018-03-21,US30_S2,US30,2018
LONG,24726.7,24858.7,132.0,136.5,1,STOP,4,NARROW,25.0,2018-03-21,US30_S2,US30,2018
SHORT,24243.7,24232.7,11.0,62.0,0,STOP,5,NORMAL,50.0,2018-03-22,US30_S2,US30,2018
SHORT,24243.7,24231.2,12.5,75.0,0,STOP,5,NORMAL,50.0,2018-03-22,US30_S2,US30,2018
SHORT,23977.7,23868.7,109.0,147.0,2,STOP,5,NORMAL,50.0,2018-03-23,US30_S2,US30,2018
SHORT,23977.7,23928.7,49.0,101.0,1,STOP,5,NORMAL,50.0,2018-03-23,US30_S2,US30,2018
LONG,23825.7,23825.7,0.0,33.5,0,STOP,5,NORMAL,50.0,2018-03-26,US30_S2,US30,2018
LONG,23825.7,23845.7,20.0,74.0,1,STOP,5,NORMAL,50.0,2018-03-26,US30_S2,US30,2018
LONG,24300.7,24420.7,120.0,128.0,2,STOP,5,NORMAL,50.0,2018-03-27,US30_S2,US30,2018
LONG,24300.7,24442.7,142.0,148.0,1,STOP,5,NORMAL,50.0,2018-03-27,US30_S2,US30,2018
SHORT,23821.7,23847.7,-26.0,44.0,0,STOP,5,NORMAL,50.0,2018-03-28,US30_S2,US30,2018
LONG,23894.7,24069.2,174.5,199.0,2,STOP,5,NORMAL,50.0,2018-03-28,US30_S2,US30,2018
SHORT,24091.2,24112.7,-21.5,27.5,0,STOP,5,NARROW,25.5,2018-03-29,US30_S2,US30,2018
LONG,24126.7,24100.2,-26.5,12.5,0,STOP,5,NARROW,25.5,2018-03-29,US30_S2,US30,2018
SHORT,23762.7,23636.7,126.0,191.0,1,STOP,5,NORMAL,50.0,2018-04-02,US30_S2,US30,2018
SHORT,23762.7,23559.7,203.0,252.0,2,STOP,5,NORMAL,50.0,2018-04-02,US30_S2,US30,2018
LONG,23870.2,23825.2,-45.0,11.0,0,STOP,5,NORMAL,35.0,2018-04-03,US30_S2,US30,2018
SHORT,23825.2,23813.2,12.0,55.5,0,STOP,5,NORMAL,35.0,2018-04-03,US30_S2,US30,2018
LONG,23910.2,23863.2,-47.0,23.5,0,STOP,5,NORMAL,50.0,2018-04-04,US30_S2,US30,2018
LONG,23910.2,23949.7,39.5,96.5,1,STOP,5,NORMAL,50.0,2018-04-04,US30_S2,US30,2018
LONG,24574.7,24587.7,13.0,42.0,1,STOP,4,NARROW,21.0,2018-04-05,US30_S2,US30,2018
LONG,24574.7,24574.7,0.0,27.0,0,STOP,4,NARROW,21.0,2018-04-05,US30_S2,US30,2018
LONG,24163.2,24133.7,-29.5,24.0,0,STOP,5,NORMAL,50.0,2018-04-06,US30_S2,US30,2018
LONG,24163.2,24129.2,-34.0,16.0,0,STOP,5,NORMAL,50.0,2018-04-06,US30_S2,US30,2018
LONG,24247.7,24231.2,-16.5,16.0,0,STOP,5,NARROW,22.0,2018-04-09,US30_S2,US30,2018
LONG,24247.7,24254.7,7.0,45.5,0,STOP,5,NARROW,22.0,2018-04-09,US30_S2,US30,2018
LONG,24464.7,24464.7,0.0,31.0,0,STOP,4,NARROW,25.5,2018-04-10,US30_S2,US30,2018
SHORT,24429.2,24433.2,-4.0,74.5,0,STOP,4,NARROW,25.5,2018-04-10,US30_S2,US30,2018
LONG,24250.2,24291.7,41.5,82.5,2,STOP,5,NORMAL,50.0,2018-04-11,US30_S2,US30,2018
LONG,24250.2,24364.7,114.5,115.5,1,STOP,5,NORMAL,50.0,2018-04-11,US30_S2,US30,2018
SHORT,24485.2,24491.7,-6.5,22.5,0,STOP,5,NARROW,29.0,2018-04-12,US30_S2,US30,2018
SHORT,24485.2,24475.7,9.5,44.5,0,STOP,5,NARROW,29.0,2018-04-12,US30_S2,US30,2018
SHORT,24367.2,24405.7,-38.5,0.0,0,STOP,4,NARROW,28.5,2018-04-13,US30_S2,US30,2018
LONG,24405.7,24412.2,6.5,29.5,0,STOP,4,NARROW,28.5,2018-04-13,US30_S2,US30,2018
LONG,24547.2,24535.2,-12.0,20.0,0,STOP,4,NARROW,28.0,2018-04-16,US30_S2,US30,2018
LONG,24547.2,24534.7,-12.5,19.5,0,STOP,4,NARROW,28.0,2018-04-16,US30_S2,US30,2018
LONG,24846.2,24836.7,-9.5,11.5,0,STOP,4,NARROW,15.5,2018-04-17,US30_S2,US30,2018
SHORT,24820.7,24825.7,-5.0,11.0,0,STOP,4,NARROW,15.5,2018-04-17,US30_S2,US30,2018
LONG,24802.2,24791.2,-11.0,13.0,0,STOP,4,NARROW,19.5,2018-04-18,US30_S2,US30,2018
LONG,24802.2,24782.7,-19.5,6.5,0,STOP,4,NARROW,19.5,2018-04-18,US30_S2,US30,2018
LONG,24698.7,24664.7,-34.0,10.0,0,STOP,4,NARROW,24.0,2018-04-19,US30_S2,US30,2018
SHORT,24664.7,24675.7,-11.0,9.5,0,STOP,4,NARROW,24.0,2018-04-19,US30_S2,US30,2018
SHORT,24448.7,24479.7,-31.0,2.0,0,STOP,5,NARROW,21.0,2018-04-20,US30_S2,US30,2018
LONG,24479.7,24496.7,17.0,45.0,0,STOP,5,NARROW,21.0,2018-04-20,US30_S2,US30,2018
SHORT,24489.2,24489.2,0.0,25.5,0,STOP,4,NARROW,15.5,2018-04-23,US30_S2,US30,2018
SHORT,24489.2,24461.7,27.5,41.5,1,STOP,4,NARROW,15.5,2018-04-23,US30_S2,US30,2018
SHORT,24397.7,24442.7,-45.0,1.0,0,STOP,5,NORMAL,50.0,2018-04-24,US30_S2,US30,2018
SHORT,24397.7,24297.2,100.5,115.0,2,STOP,5,NORMAL,50.0,2018-04-24,US30_S2,US30,2018
SHORT,23952.7,23970.2,-17.5,25.0,0,STOP,5,NORMAL,50.0,2018-04-25,US30_S2,US30,2018
SHORT,23952.7,23902.7,50.0,76.5,1,STOP,5,NORMAL,50.0,2018-04-25,US30_S2,US30,2018
SHORT,24258.2,24237.7,20.5,53.0,1,STOP,4,NARROW,27.0,2018-04-26,US30_S2,US30,2018
SHORT,24258.2,24256.2,2.0,23.5,0,STOP,4,NARROW,27.0,2018-04-26,US30_S2,US30,2018
LONG,24289.7,24289.7,0.0,28.0,0,STOP,4,NARROW,20.0,2018-04-27,US30_S2,US30,2018
LONG,24289.7,24259.7,-30.0,5.0,0,STOP,4,NARROW,20.0,2018-04-27,US30_S2,US30,2018
SHORT,24434.7,24354.2,80.5,88.0,2,STOP,5,NARROW,22.0,2018-04-30,US30_S2,US30,2018
SHORT,24434.7,24308.7,126.0,140.0,1,STOP,5,NARROW,22.0,2018-04-30,US30_S2,US30,2018
SHORT,23891.2,23911.2,-20.0,2.0,0,STOP,5,NARROW,26.5,2018-05-01,US30_S2,US30,2018
SHORT,23891.2,23885.7,5.5,51.0,1,STOP,5,NARROW,26.5,2018-05-01,US30_S2,US30,2018
SHORT,24054.7,24022.7,32.0,71.0,1,STOP,4,NARROW,22.5,2018-05-02,US30_S2,US30,2018
SHORT,24054.7,24036.7,18.0,41.0,1,STOP,4,NARROW,22.5,2018-05-02,US30_S2,US30,2018
SHORT,23592.2,23596.7,-4.5,47.0,0,STOP,5,NORMAL,50.0,2018-05-03,US30_S2,US30,2018
LONG,23642.7,23658.2,15.5,55.5,1,STOP,5,NORMAL,50.0,2018-05-03,US30_S2,US30,2018
LONG,24158.2,24180.2,22.0,47.5,1,STOP,4,NARROW,25.5,2018-05-04,US30_S2,US30,2018
LONG,24158.2,24193.7,35.5,57.5,1,STOP,4,NARROW,25.5,2018-05-04,US30_S2,US30,2018
SHORT,24446.2,24422.7,23.5,44.5,1,STOP,4,NARROW,16.5,2018-05-07,US30_S2,US30,2018
SHORT,24446.2,24443.2,3.0,24.0,0,STOP,4,NARROW,16.5,2018-05-07,US30_S2,US30,2018
SHORT,24349.2,24349.2,0.0,38.5,0,STOP,5,NORMAL,50.0,2018-05-08,US30_S2,US30,2018
SHORT,24349.2,24314.7,34.5,63.5,1,STOP,5,NORMAL,50.0,2018-05-08,US30_S2,US30,2018
SHORT,24361.7,24378.7,-17.0,2.0,0,STOP,5,NARROW,16.5,2018-05-09,US30_S2,US30,2018
SHORT,24361.7,24371.2,-9.5,5.0,0,STOP,5,NARROW,16.5,2018-05-09,US30_S2,US30,2018
SHORT,24707.7,24720.7,-13.0,3.0,0,STOP,4,NARROW,19.0,2018-05-10,US30_S2,US30,2018
LONG,24736.7,24730.7,-6.0,8.5,0,STOP,4,NARROW,19.0,2018-05-10,US30_S2,US30,2018
SHORT,24802.7,24806.7,-4.0,16.0,0,STOP,4,NARROW,21.0,2018-05-11,US30_S2,US30,2018
SHORT,24802.7,24767.2,35.5,57.0,1,STOP,4,NARROW,21.0,2018-05-11,US30_S2,US30,2018
LONG,24982.2,24959.7,-22.5,11.5,0,STOP,4,NARROW,12.5,2018-05-14,US30_S2,US30,2018
SHORT,24959.7,24946.2,13.5,30.0,0,STOP,4,NARROW,12.5,2018-05-14,US30_S2,US30,2018
SHORT,24710.7,24714.7,-4.0,22.0,0,STOP,5,NARROW,17.5,2018-05-15,US30_S2,US30,2018
SHORT,24710.7,24660.7,50.0,76.0,1,STOP,5,NARROW,17.5,2018-05-15,US30_S2,US30,2018
LONG,24711.7,24690.7,-21.0,14.0,0,STOP,4,NARROW,11.0,2018-05-16,US30_S2,US30,2018
SHORT,24690.7,24690.7,0.0,8.5,0,STOP,4,NARROW,11.0,2018-05-16,US30_S2,US30,2018
SHORT,24787.7,24809.2,-21.5,0.0,0,STOP,4,NARROW,11.5,2018-05-17,US30_S2,US30,2018
SHORT,24787.7,24798.7,-11.0,7.0,0,STOP,4,NARROW,11.5,2018-05-17,US30_S2,US30,2018
SHORT,24734.7,24739.7,-5.0,22.0,0,STOP,4,NARROW,17.5,2018-05-18,US30_S2,US30,2018
SHORT,24734.7,24734.7,0.0,16.0,0,STOP,4,NARROW,17.5,2018-05-18,US30_S2,US30,2018
SHORT,25046.2,24983.7,62.5,85.5,1,STOP,4,NARROW,14.5,2018-05-21,US30_S2,US30,2018
SHORT,25046.2,24980.7,65.5,78.5,1,STOP,4,NARROW,14.5,2018-05-21,US30_S2,US30,2018
SHORT,24976.7,24980.7,-4.0,6.0,0,STOP,4,NARROW,18.0,2018-05-22,US30_S2,US30,2018
SHORT,24976.7,24970.7,6.0,22.0,0,STOP,4,NARROW,18.0,2018-05-22,US30_S2,US30,2018
LONG,24729.7,24718.7,-11.0,12.0,0,STOP,4,NARROW,24.0,2018-05-23,US30_S2,US30,2018
LONG,24729.7,24720.7,-9.0,23.5,0,STOP,4,NARROW,24.0,2018-05-23,US30_S2,US30,2018
SHORT,24681.2,24707.7,-26.5,7.5,0,STOP,5,NARROW,19.5,2018-05-24,US30_S2,US30,2018
LONG,24710.7,24702.2,-8.5,10.5,0,STOP,5,NARROW,19.5,2018-05-24,US30_S2,US30,2018
SHORT,24783.7,24798.7,-15.0,7.0,0,STOP,4,NARROW,19.0,2018-05-25,US30_S2,US30,2018
SHORT,24783.7,24743.7,40.0,61.0,1,STOP,4,NARROW,19.0,2018-05-25,US30_S2,US30,2018
SHORT,24748.2,24736.7,11.5,19.5,0,STOP,4,NARROW,21.5,2018-05-28,US30_S2,US30,2018
SHORT,24748.2,24745.7,2.5,12.5,0,STOP,4,NARROW,21.5,2018-05-28,US30_S2,US30,2018
LONG,24500.7,24466.7,-34.0,15.0,0,STOP,4,NARROW,24.0,2018-05-29,US30_S2,US30,2018
SHORT,24466.7,24364.2,102.5,119.0,1,STOP,4,NARROW,24.0,2018-05-29,US30_S2,US30,2018
LONG,24561.7,24587.7,26.0,46.0,1,STOP,4,NARROW,16.0,2018-05-30,US30_S2,US30,2018
LONG,24561.7,24629.7,68.0,81.0,1,STOP,4,NARROW,16.0,2018-05-30,US30_S2,US30,2018
LONG,24426.7,24520.2,93.5,121.0,2,STOP,4,NARROW,21.0,2018-05-31,US30_S2,US30,2018
LONG,24426.7,24498.7,72.0,94.0,1,STOP,4,NARROW,21.0,2018-05-31,US30_S2,US30,2018
LONG,24612.2,24594.7,-17.5,13.5,0,STOP,4,NARROW,19.5,2018-06-01,US30_S2,US30,2018
LONG,24612.2,24611.2,-1.0,15.0,0,STOP,4,NARROW,19.5,2018-06-01,US30_S2,US30,2018
SHORT,24800.2,24820.2,-20.0,1.5,0,STOP,4,NARROW,15.0,2018-06-04,US30_S2,US30,2018
LONG,24825.2,24822.7,-2.5,4.5,0,STOP,4,NARROW,15.0,2018-06-04,US30_S2,US30,2018
SHORT,24762.7,24733.7,29.0,51.0,1,STOP,4,NARROW,14.0,2018-06-05,US30_S2,US30,2018
SHORT,24762.7,24744.7,18.0,53.0,0,STOP,4,NARROW,14.0,2018-06-05,US30_S2,US30,2018
LONG,24972.7,25020.7,48.0,69.5,1,STOP,5,NARROW,13.5,2018-06-06,US30_S2,US30,2018
LONG,24972.7,25029.7,57.0,71.0,1,STOP,5,NARROW,13.5,2018-06-06,US30_S2,US30,2018
SHORT,25277.7,25279.2,-1.5,22.0,0,STOP,4,NARROW,26.0,2018-06-07,US30_S2,US30,2018
SHORT,25277.7,25262.7,15.0,29.0,0,STOP,4,NARROW,26.0,2018-06-07,US30_S2,US30,2018
SHORT,25236.2,25236.2,0.0,37.0,0,STOP,4,NARROW,19.5,2018-06-08,US30_S2,US30,2018
SHORT,25236.2,25243.2,-7.0,17.0,0,STOP,4,NARROW,19.5,2018-06-08,US30_S2,US30,2018
LONG,25318.2,25350.7,32.5,49.5,1,STOP,4,NARROW,14.5,2018-06-11,US30_S2,US30,2018
LONG,25318.2,25374.7,56.5,64.5,1,STOP,4,NARROW,14.5,2018-06-11,US30_S2,US30,2018
LONG,25309.7,25341.7,32.0,46.0,1,STOP,4,NARROW,14.7,2018-06-12,US30_S2,US30,2018
LONG,25309.7,25338.2,28.5,42.0,1,STOP,4,NARROW,14.7,2018-06-12,US30_S2,US30,2018
SHORT,25331.2,25337.7,-6.5,1.5,0,STOP,4,NARROW,9.0,2018-06-13,US30_S2,US30,2018
SHORT,25331.2,25327.2,4.0,23.5,0,STOP,4,NARROW,9.0,2018-06-13,US30_S2,US30,2018
LONG,25186.7,25193.2,6.5,21.0,0,STOP,4,NARROW,17.0,2018-06-14,US30_S2,US30,2018
LONG,25186.7,25194.7,8.0,21.0,0,STOP,4,NARROW,17.0,2018-06-14,US30_S2,US30,2018
SHORT,24950.7,24926.7,24.0,42.0,1,STOP,4,NARROW,13.0,2018-06-15,US30_S2,US30,2018
SHORT,24950.7,24954.7,-4.0,33.0,0,STOP,4,NARROW,13.0,2018-06-15,US30_S2,US30,2018
SHORT,24919.7,24912.7,7.0,20.5,0,STOP,4,NARROW,17.5,2018-06-18,US30_S2,US30,2018
SHORT,24919.7,24938.7,-19.0,12.0,0,STOP,4,NARROW,17.5,2018-06-18,US30_S2,US30,2018
LONG,24697.2,24720.7,23.5,41.0,1,STOP,5,NARROW,26.5,2018-06-19,US30_S2,US30,2018
LONG,24697.2,24682.7,-14.5,2.5,0,STOP,5,NARROW,26.5,2018-06-19,US30_S2,US30,2018
LONG,24658.7,24649.7,-9.0,10.0,0,STOP,4,NARROW,17.0,2018-06-20,US30_S2,US30,2018
LONG,24658.7,24681.7,23.0,43.0,1,STOP,4,NARROW,17.0,2018-06-20,US30_S2,US30,2018
SHORT,24504.7,24536.2,-31.5,1.0,0,STOP,4,NARROW,21.5,2018-06-21,US30_S2,US30,2018
LONG,24536.2,24529.7,-6.5,18.5,0,STOP,4,NARROW,21.5,2018-06-21,US30_S2,US30,2018
SHORT,24587.7,24605.7,-18.0,14.0,0,STOP,4,NARROW,8.0,2018-06-22,US30_S2,US30,2018
LONG,24605.7,24627.7,22.0,31.0,0,STOP,4,NARROW,8.0,2018-06-22,US30_S2,US30,2018
SHORT,24206.7,24206.7,0.0,34.5,0,STOP,5,NORMAL,50.0,2018-06-25,US30_S2,US30,2018
SHORT,24206.7,24171.7,35.0,73.0,1,STOP,5,NORMAL,50.0,2018-06-25,US30_S2,US30,2018
SHORT,24292.7,24304.7,-12.0,13.0,0,STOP,4,NARROW,16.0,2018-06-26,US30_S2,US30,2018
SHORT,24292.7,24310.2,-17.5,4.0,0,STOP,4,NARROW,16.0,2018-06-26,US30_S2,US30,2018
SHORT,24425.7,24425.7,0.0,44.0,0,STOP,5,NORMAL,50.0,2018-06-27,US30_S2,US30,2018
SHORT,24425.7,24420.7,5.0,25.0,0,STOP,5,NORMAL,50.0,2018-06-27,US30_S2,US30,2018
LONG,24149.2,24160.7,11.5,46.5,1,STOP,5,NORMAL,38.5,2018-06-28,US30_S2,US30,2018
LONG,24149.2,24132.7,-16.5,29.0,0,STOP,5,NORMAL,38.5,2018-06-28,US30_S2,US30,2018
LONG,24499.2,24471.7,-27.5,10.5,0,STOP,4,NARROW,17.5,2018-06-29,US30_S2,US30,2018
SHORT,24471.7,24479.7,-8.0,10.0,0,STOP,4,NARROW,17.5,2018-06-29,US30_S2,US30,2018
LONG,24179.7,24174.7,-5.0,8.0,0,STOP,4,NARROW,17.0,2018-07-02,US30_S2,US30,2018
SHORT,24152.7,24149.2,3.5,23.0,0,STOP,4,NARROW,17.0,2018-07-02,US30_S2,US30,2018
SHORT,24340.7,24349.7,-9.0,18.0,0,STOP,4,NARROW,11.0,2018-07-03,US30_S2,US30,2018
SHORT,24340.7,24236.7,104.0,112.5,2,STOP,4,NARROW,11.0,2018-07-03,US30_S2,US30,2018
LONG,24232.7,24223.7,-9.0,0.5,0,STOP,4,NARROW,18.0,2018-07-04,US30_S2,US30,2018
LONG,24232.7,24233.2,0.5,10.0,0,STOP,4,NARROW,18.0,2018-07-04,US30_S2,US30,2018
LONG,24261.2,24316.7,55.5,72.5,2,STOP,4,NARROW,16.0,2018-07-05,US30_S2,US30,2018
LONG,24261.2,24354.7,93.5,106.5,1,STOP,4,NARROW,16.0,2018-07-05,US30_S2,US30,2018
LONG,24477.7,24485.7,8.0,27.0,0,STOP,5,NARROW,15.0,2018-07-06,US30_S2,US30,2018
LONG,24477.7,24486.2,8.5,26.0,0,STOP,5,NARROW,15.0,2018-07-06,US30_S2,US30,2018
LONG,24734.7,24723.7,-11.0,2.0,0,STOP,4,NARROW,12.5,2018-07-09,US30_S2,US30,2018
SHORT,24712.2,24725.7,-13.5,5.5,0,STOP,4,NARROW,12.5,2018-07-09,US30_S2,US30,2018
SHORT,24895.7,24900.7,-5.0,14.5,0,STOP,4,NARROW,16.0,2018-07-10,US30_S2,US30,2018
